type,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,SoH_Percentage,driving_style
0,24,25,76,4076,04076.csv,1.0244210133377114,0.0467436009718919,0.0667603660073224,79.288039587831,Smooth
-1,24,25,77,4077,04077.csv,1.018048834719228,0.0467436009718919,0.0667603660073224,78.79484631671983,Smooth
0,24,25,78,4078,04078.csv,1.018048834719228,0.0484671317151699,0.0792228028602398,78.79484631671983,Smooth
1,24,25,79,4079,04079.csv,1.018048834719228,0.0484671317151699,0.0792228028602398,78.79484631671983,Smooth
0,24,26,0,4080,04080.csv,1.018048834719228,0.0886679389579246,0.1291600438989534,78.79484631671983,Smooth
1,24,26,1,4081,04081.csv,1.018048834719228,0.0886679389579246,0.1291600438989534,78.79484631671983,Smooth
0,24,26,2,4082,04082.csv,1.018048834719228,0.087284955638527,0.1099700695791503,78.79484631671983,Smooth
-1,24,26,3,4083,04083.csv,1.0343405516336466,0.087284955638527,0.1099700695791503,80.0557910638951,Smooth
1,24,26,4,4084,04084.csv,1.0343405516336466,0.087284955638527,0.1099700695791503,80.0557910638951,Smooth
-1,24,26,5,4085,04085.csv,1.0349537388938188,0.087284955638527,0.1099700695791503,80.10325047279659,Smooth
1,24,26,6,4086,04086.csv,1.0349537388938188,0.087284955638527,0.1099700695791503,80.10325047279659,Smooth
-1,24,26,7,4087,04087.csv,1.0344418482449464,0.087284955638527,0.1099700695791503,80.06363120932582,Smooth
1,24,26,8,4088,04088.csv,1.0344418482449464,0.087284955638527,0.1099700695791503,80.06363120932582,Smooth
-1,24,26,9,4089,04089.csv,1.0350152880046748,0.087284955638527,0.1099700695791503,80.10801424499046,Smooth
1,24,26,10,4090,04090.csv,1.0350152880046748,0.087284955638527,0.1099700695791503,80.10801424499046,Smooth
-1,24,26,11,4091,04091.csv,1.0347104719581175,0.087284955638527,0.1099700695791503,80.08442212177962,Smooth
0,24,26,12,4092,04092.csv,1.0347104719581175,0.0865307716037574,0.1159479436515182,80.08442212177962,Smooth
1,24,26,13,4093,04093.csv,1.0347104719581175,0.0865307716037574,0.1159479436515182,80.08442212177962,Smooth
0,24,26,14,4094,04094.csv,1.0347104719581175,0.0863329080393475,0.1045389326136543,80.08442212177962,Smooth
-1,24,26,15,4095,04095.csv,0.8697596977737262,0.0863329080393475,0.1045389326136543,67.31757788167238,Smooth
0,24,26,16,4096,04096.csv,0.8697596977737262,0.0867620987114032,0.116529543529688,67.31757788167238,Smooth
1,24,26,17,4097,04097.csv,0.8697596977737262,0.0867620987114032,0.116529543529688,67.31757788167238,Smooth
0,24,26,18,4098,04098.csv,0.8697596977737262,0.0868473202053002,0.1057373127655394,67.31757788167238,Smooth
-1,24,26,19,4099,04099.csv,1.0355048482482283,0.0868473202053002,0.1057373127655394,80.14590518188665,Smooth
1,24,26,20,4100,04100.csv,1.0355048482482283,0.0868473202053002,0.1057373127655394,80.14590518188665,Smooth
1,24,26,21,4101,04101.csv,1.0355048482482283,0.0868473202053002,0.1057373127655394,80.14590518188665,Smooth
-1,24,26,22,4102,04102.csv,1.0326732699941403,0.0868473202053002,0.1057373127655394,79.92674695906311,Smooth
1,24,26,23,4103,04103.csv,1.0326732699941403,0.0868473202053002,0.1057373127655394,79.92674695906311,Smooth
-1,24,26,24,4104,04104.csv,1.031380749996341,0.0868473202053002,0.1057373127655394,79.82670861992393,Smooth
1,24,26,25,4105,04105.csv,1.031380749996341,0.0868473202053002,0.1057373127655394,79.82670861992393,Smooth
-1,24,26,26,4106,04106.csv,1.031379150976102,0.0868473202053002,0.1057373127655394,79.82658485910846,Smooth
0,24,26,27,4107,04107.csv,1.031379150976102,0.0859722442119351,0.1116690719558525,79.82658485910846,Smooth
1,24,26,28,4108,04108.csv,1.031379150976102,0.0859722442119351,0.1116690719558525,79.82658485910846,Smooth
0,24,26,29,4109,04109.csv,1.031379150976102,0.086405695989349,0.1045699555776301,79.82658485910846,Smooth
-1,24,26,30,4110,04110.csv,0.9997782928334692,0.086405695989349,0.1045699555776301,77.38074466371945,Smooth
0,24,26,31,4111,04111.csv,0.9997782928334692,0.086183717461189,0.1141294055184577,77.38074466371945,Smooth
1,24,26,32,4112,04112.csv,0.9997782928334692,0.086183717461189,0.1141294055184577,77.38074466371945,Smooth
0,24,26,33,4113,04113.csv,0.9997782928334692,0.0858244794694814,0.1035033169208077,77.38074466371945,Smooth
-1,24,26,34,4114,04114.csv,1.0331150194669405,0.0858244794694814,0.1035033169208077,79.9609374424984,Smooth
1,24,26,35,4115,04115.csv,1.0331150194669405,0.0858244794694814,0.1035033169208077,79.9609374424984,Smooth
-1,24,26,36,4116,04116.csv,1.031958184871533,0.0858244794694814,0.1035033169208077,79.87140086915304,Smooth
1,24,26,37,4117,04117.csv,1.031958184871533,0.0858244794694814,0.1035033169208077,79.87140086915304,Smooth
-1,24,26,38,4118,04118.csv,1.0274082496259602,0.0858244794694814,0.1035033169208077,79.51924541629128,Smooth
1,24,26,39,4119,04119.csv,1.0274082496259602,0.0858244794694814,0.1035033169208077,79.51924541629128,Smooth
-1,24,26,40,4120,04120.csv,1.0293711540027597,0.0858244794694814,0.1035033169208077,79.67117010146318,Smooth
1,24,26,41,4121,04121.csv,1.0293711540027597,0.0858244794694814,0.1035033169208077,79.67117010146318,Smooth
-1,24,26,42,4122,04122.csv,1.0239676706959848,0.0858244794694814,0.1035033169208077,79.2529518174162,Smooth
0,24,26,43,4123,04123.csv,1.0239676706959848,0.0856895806357979,0.110048418700764,79.2529518174162,Smooth
1,24,26,44,4124,04124.csv,1.0239676706959848,0.0856895806357979,0.110048418700764,79.2529518174162,Smooth
0,24,26,45,4125,04125.csv,1.0239676706959848,0.0856620737763458,0.1031889066149054,79.2529518174162,Smooth
-1,24,26,46,4126,04126.csv,0.9865187838360938,0.0856620737763458,0.1031889066149054,76.35448645482764,Smooth
0,24,26,47,4127,04127.csv,0.9865187838360938,0.0868264279591779,0.1117955736281228,76.35448645482764,Smooth
1,24,26,48,4128,04128.csv,0.9865187838360938,0.0868264279591779,0.1117955736281228,76.35448645482764,Smooth
0,24,26,49,4129,04129.csv,0.9865187838360938,0.0860451680473209,0.1035325035977901,76.35448645482764,Smooth
-1,24,26,50,4130,04130.csv,1.0298879305554274,0.0860451680473209,0.1035325035977901,79.7111675236485,Smooth
1,24,26,51,4131,04131.csv,1.0298879305554274,0.0860451680473209,0.1035325035977901,79.7111675236485,Smooth
-1,24,26,52,4132,04132.csv,1.0281800547502704,0.0860451680473209,0.1035325035977901,79.57898151546696,Smooth
1,24,26,53,4133,04133.csv,1.0281800547502704,0.0860451680473209,0.1035325035977901,79.57898151546696,Smooth
-1,24,26,54,4134,04134.csv,1.027153054656355,0.0860451680473209,0.1035325035977901,79.49949386044732,Smooth
1,24,26,55,4135,04135.csv,1.027153054656355,0.0860451680473209,0.1035325035977901,79.49949386044732,Smooth
-1,24,26,56,4136,04136.csv,1.029986047894929,0.0860451680473209,0.1035325035977901,79.71876160010473,Smooth
1,24,26,57,4137,04137.csv,1.029986047894929,0.0860451680473209,0.1035325035977901,79.71876160010473,Smooth
-1,24,26,58,4138,04138.csv,1.0233344330258856,0.0860451680473209,0.1035325035977901,79.20394054880532,Smooth
0,24,26,59,4139,04139.csv,1.0233344330258856,0.0860618941621955,0.1086202918581579,79.20394054880532,Smooth
1,24,26,60,4140,04140.csv,1.0233344330258856,0.0860618941621955,0.1086202918581579,79.20394054880532,Smooth
0,24,26,61,4141,04141.csv,1.0233344330258856,0.0862377030964922,0.1030540530176976,79.20394054880532,Smooth
0,24,26,62,4142,04142.csv,1.0233344330258856,0.0844991382793097,0.0990795035272959,79.20394054880532,Smooth
1,24,26,63,4143,04143.csv,1.0233344330258856,0.0844991382793097,0.0990795035272959,79.20394054880532,Smooth
0,24,26,64,4144,04144.csv,1.0233344330258856,0.0856730344638946,0.103737356934022,79.20394054880532,Smooth
-1,24,26,65,4145,04145.csv,1.0281648966863648,0.0856730344638946,0.103737356934022,79.57780831308692,Smooth
1,24,26,66,4146,04146.csv,1.0281648966863648,0.0856730344638946,0.103737356934022,79.57780831308692,Smooth
-1,24,26,67,4147,04147.csv,1.0218443454716502,0.0856730344638946,0.103737356934022,79.08861089483365,Smooth
1,24,26,68,4148,04148.csv,1.0218443454716502,0.0856730344638946,0.103737356934022,79.08861089483365,Smooth
-1,24,26,69,4149,04149.csv,1.0194677388856148,0.0856730344638946,0.103737356934022,78.90466652564864,Smooth
1,24,26,70,4150,04150.csv,1.0194677388856148,0.0856730344638946,0.103737356934022,78.90466652564864,Smooth
-1,24,26,71,4151,04151.csv,1.02211812015332,0.0856730344638946,0.103737356934022,79.10980048145454,Smooth
1,24,26,72,4152,04152.csv,1.02211812015332,0.0856730344638946,0.103737356934022,79.10980048145454,Smooth
-1,24,26,73,4153,04153.csv,1.0200462323526769,0.0856730344638946,0.103737356934022,78.94944070767002,Smooth
0,24,26,74,4154,04154.csv,1.0200462323526769,0.0863268409180402,0.1095956400141453,78.94944070767002,Smooth
1,24,26,75,4155,04155.csv,1.0200462323526769,0.0863268409180402,0.1095956400141453,78.94944070767002,Smooth
0,24,26,76,4156,04156.csv,1.0200462323526769,0.0856343481923551,0.1037892481747206,78.94944070767002,Smooth
-1,24,26,77,4157,04157.csv,1.0183974395996904,0.0856343481923551,0.1037892481747206,78.82182760390815,Smooth
0,24,26,78,4158,04158.csv,1.0183974395996904,0.0865345091496744,0.1112512387307524,78.82182760390815,Smooth
1,24,26,79,4159,04159.csv,1.0183974395996904,0.0865345091496744,0.1112512387307524,78.82182760390815,Smooth
0,43,31,0,4160,04160.csv,1.0183974395996904,0.0393404367070231,0.052367604311063,78.82182760390815,Smooth
-1,43,31,1,4161,04161.csv,0.9808324508513296,0.0393404367070231,0.052367604311063,75.91437619846282,Smooth
1,43,31,2,4162,04162.csv,0.9808324508513296,0.0393404367070231,0.052367604311063,75.91437619846282,Smooth
-1,43,31,3,4163,04163.csv,1.0412862241712162,0.0393404367070231,0.052367604311063,80.5933715624917,Smooth
1,43,31,4,4164,04164.csv,1.0412862241712162,0.0393404367070231,0.052367604311063,80.5933715624917,Smooth
-1,43,31,5,4165,04165.csv,1.0346010952402216,0.0393404367070231,0.052367604311063,80.07595659303156,Smooth
1,43,31,6,4166,04166.csv,1.0346010952402216,0.0393404367070231,0.052367604311063,80.07595659303156,Smooth
-1,43,31,7,4167,04167.csv,1.031203423891112,0.0393404367070231,0.052367604311063,79.81298395099554,Smooth
1,43,31,8,4168,04168.csv,1.031203423891112,0.0393404367070231,0.052367604311063,79.81298395099554,Smooth
-1,43,31,9,4169,04169.csv,1.0303861532679388,0.0393404367070231,0.052367604311063,79.74972891748837,Smooth
0,43,31,10,4170,04170.csv,1.0303861532679388,0.0400306179809714,0.0516766935476572,79.74972891748837,Smooth
1,43,31,11,4171,04171.csv,1.0303861532679388,0.0400306179809714,0.0516766935476572,79.74972891748837,Smooth
0,43,31,12,4172,04172.csv,1.0303861532679388,0.0399115601782265,0.0498627278114514,79.74972891748837,Smooth
-1,43,31,13,4173,04173.csv,1.019412052758293,0.0399115601782265,0.0498627278114514,78.90035653609347,Smooth
1,43,31,14,4174,04174.csv,1.019412052758293,0.0399115601782265,0.0498627278114514,78.90035653609347,Smooth
-1,43,31,15,4175,04175.csv,1.0346044059447863,0.0399115601782265,0.0498627278114514,80.07621283462674,Smooth
1,43,31,16,4176,04176.csv,1.0346044059447863,0.0399115601782265,0.0498627278114514,80.07621283462674,Smooth
-1,43,31,17,4177,04177.csv,1.0300929136782415,0.0399115601782265,0.0498627278114514,79.7270327877781,Smooth
1,43,31,18,4178,04178.csv,1.0300929136782415,0.0399115601782265,0.0498627278114514,79.7270327877781,Smooth
-1,43,31,19,4179,04179.csv,1.0254580056469464,0.0399115601782265,0.0498627278114514,79.36830061937603,Smooth
1,43,31,20,4180,04180.csv,1.0254580056469464,0.0399115601782265,0.0498627278114514,79.36830061937603,Smooth
-1,43,31,21,4181,04181.csv,1.0212056079148295,0.0399115601782265,0.0498627278114514,79.03917394651644,Smooth
0,43,31,22,4182,04182.csv,1.0212056079148295,0.0395587254248573,0.0508732742555904,79.03917394651644,Smooth
1,43,31,23,4183,04183.csv,1.0212056079148295,0.0395587254248573,0.0508732742555904,79.03917394651644,Smooth
0,43,31,24,4184,04184.csv,1.0212056079148295,0.0398928130189617,0.0494026671690487,79.03917394651644,Smooth
-1,43,31,25,4185,04185.csv,1.0244707976078282,0.0398928130189617,0.0494026671690487,79.29189278600683,Smooth
1,43,31,26,4186,04186.csv,1.0244707976078282,0.0398928130189617,0.0494026671690487,79.29189278600683,Smooth
-1,43,31,27,4187,04187.csv,1.0229412404539149,0.0398928130189617,0.0494026671690487,79.17350826773519,Smooth
1,43,31,28,4188,04188.csv,1.0229412404539149,0.0398928130189617,0.0494026671690487,79.17350826773519,Smooth
-1,43,31,29,4189,04189.csv,1.018301986837856,0.0398928130189617,0.0494026671690487,78.81443976017928,Smooth
1,43,31,30,4190,04190.csv,1.018301986837856,0.0398928130189617,0.0494026671690487,78.81443976017928,Smooth
-1,43,31,31,4191,04191.csv,1.017584876826639,0.0398928130189617,0.0494026671690487,78.7589369481343,Smooth
1,43,31,32,4192,04192.csv,1.017584876826639,0.0398928130189617,0.0494026671690487,78.7589369481343,Smooth
-1,43,31,33,4193,04193.csv,1.0122336307138469,0.0398928130189617,0.0494026671690487,78.34476171342989,Smooth
0,43,31,34,4194,04194.csv,1.0122336307138469,0.0394436145403856,0.0502583140543453,78.34476171342989,Smooth
1,43,31,35,4195,04195.csv,1.0122336307138469,0.0394436145403856,0.0502583140543453,78.34476171342989,Smooth
0,43,31,36,4196,04196.csv,1.0122336307138469,0.0397066514827995,0.0494540071470738,78.34476171342989,Smooth
-1,43,31,37,4197,04197.csv,1.0062173303222055,0.0397066514827995,0.0494540071470738,77.87911267127431,Smooth
1,43,31,38,4198,04198.csv,1.0062173303222055,0.0397066514827995,0.0494540071470738,77.87911267127431,Smooth
-1,43,31,39,4199,04199.csv,1.0218312492144768,0.0397066514827995,0.0494540071470738,79.0875972719738,Smooth
1,43,31,40,4200,04200.csv,1.0218312492144768,0.0397066514827995,0.0494540071470738,79.0875972719738,Smooth
-1,43,31,41,4201,04201.csv,1.0170368324248402,0.0397066514827995,0.0494540071470738,78.71651945995323,Smooth
1,43,31,42,4202,04202.csv,1.0170368324248402,0.0397066514827995,0.0494540071470738,78.71651945995323,Smooth
-1,43,31,43,4203,04203.csv,1.0161691101109869,0.0397066514827995,0.0494540071470738,78.64935957131732,Smooth
1,43,31,44,4204,04204.csv,1.0161691101109869,0.0397066514827995,0.0494540071470738,78.64935957131732,Smooth
-1,43,31,45,4205,04205.csv,1.0095313447365355,0.0397066514827995,0.0494540071470738,78.13561044187541,Smooth
0,43,31,46,4206,04206.csv,1.0095313447365355,0.0392191553155552,0.0503475254080467,78.13561044187541,Smooth
1,43,31,47,4207,04207.csv,1.0095313447365355,0.0392191553155552,0.0503475254080467,78.13561044187541,Smooth
0,43,31,48,4208,04208.csv,1.0095313447365355,0.0398084425798623,0.0488729986687692,78.13561044187541,Smooth
-1,43,31,49,4209,04209.csv,1.016258186211196,0.0398084425798623,0.0488729986687692,78.65625387479972,Smooth
1,43,31,50,4210,04210.csv,1.016258186211196,0.0398084425798623,0.0488729986687692,78.65625387479972,Smooth
-1,43,31,51,4211,04211.csv,1.0108216739508689,0.0398084425798623,0.0488729986687692,78.23547921896548,Smooth
1,43,31,52,4212,04212.csv,1.0108216739508689,0.0398084425798623,0.0488729986687692,78.23547921896548,Smooth
-1,43,31,53,4213,04213.csv,1.0094592504626008,0.0398084425798623,0.0488729986687692,78.13003049615841,Smooth
1,43,31,54,4214,04214.csv,1.0094592504626008,0.0398084425798623,0.0488729986687692,78.13003049615841,Smooth
-1,43,31,55,4215,04215.csv,1.0031442706112874,0.0398084425798623,0.0488729986687692,77.64126428975668,Smooth
1,43,31,56,4216,04216.csv,1.0031442706112874,0.0398084425798623,0.0488729986687692,77.64126428975668,Smooth
-1,43,31,57,4217,04217.csv,1.0007456052028327,0.0398084425798623,0.0488729986687692,77.45561261394435,Smooth
0,43,31,58,4218,04218.csv,1.0007456052028327,0.039016450516149,0.0508101031975015,77.45561261394435,Smooth
1,43,31,59,4219,04219.csv,1.0007456052028327,0.039016450516149,0.0508101031975015,77.45561261394435,Smooth
0,43,31,60,4220,04220.csv,1.0007456052028327,0.0408794709262281,0.0506140197356849,77.45561261394435,Smooth
-1,43,31,61,4221,04221.csv,1.007747880704492,0.0408794709262281,0.0506140197356849,77.99757406334056,Smooth
1,43,31,62,4222,04222.csv,1.007747880704492,0.0408794709262281,0.0506140197356849,77.99757406334056,Smooth
-1,43,31,63,4223,04223.csv,1.006766861603532,0.0408794709262281,0.0506140197356849,77.92164524081484,Smooth
1,43,31,64,4224,04224.csv,1.006766861603532,0.0408794709262281,0.0506140197356849,77.92164524081484,Smooth
-1,43,31,65,4225,04225.csv,0.9995148848067236,0.0408794709262281,0.0506140197356849,77.36035743446465,Smooth
1,43,31,66,4226,04226.csv,0.9995148848067236,0.0408794709262281,0.0506140197356849,77.36035743446465,Smooth
-1,43,31,67,4227,04227.csv,0.997972964638982,0.0408794709262281,0.0506140197356849,77.24101604483145,Smooth
1,43,31,68,4228,04228.csv,0.997972964638982,0.0408794709262281,0.0506140197356849,77.24101604483145,Smooth
-1,43,31,69,4229,04229.csv,0.9955115683614552,0.0408794709262281,0.0506140197356849,77.05050913121589,Smooth
0,43,31,70,4230,04230.csv,0.9955115683614552,0.0383965655212211,0.0503025917596636,77.05050913121589,Smooth
1,43,31,71,4231,04231.csv,0.9955115683614552,0.0383965655212211,0.0503025917596636,77.05050913121589,Smooth
0,43,31,72,4232,04232.csv,0.9955115683614552,0.0399040721282686,0.0496925533086746,77.05050913121589,Smooth
-1,43,31,73,4233,04233.csv,0.9983250658501076,0.0399040721282686,0.0496925533086746,77.26826794068596,Smooth
1,43,31,74,4234,04234.csv,0.9983250658501076,0.0399040721282686,0.0496925533086746,77.26826794068596,Smooth
-1,43,31,75,4235,04235.csv,0.9967078604438192,0.0399040721282686,0.0496925533086746,77.14309963136196,Smooth
1,43,31,76,4236,04236.csv,0.9967078604438192,0.0399040721282686,0.0496925533086746,77.14309963136196,Smooth
-1,43,31,77,4237,04237.csv,0.9895783845249672,0.0399040721282686,0.0496925533086746,76.59129313624464,Smooth
1,43,31,78,4238,04238.csv,0.9895783845249672,0.0399040721282686,0.0496925533086746,76.59129313624464,Smooth
-1,43,31,79,4239,04239.csv,0.9912825517880296,0.0399040721282686,0.0496925533086746,76.72319211103992,Smooth
1,43,31,80,4240,04240.csv,0.9912825517880296,0.0399040721282686,0.0496925533086746,76.72319211103992,Smooth
-1,43,31,81,4241,04241.csv,0.9884294201717732,0.0399040721282686,0.0496925533086746,76.5023657031532,Smooth
0,43,31,82,4242,04242.csv,0.9884294201717732,0.0385369031069264,0.0498961487739846,76.5023657031532,Smooth
1,43,31,83,4243,04243.csv,0.9884294201717732,0.0385369031069264,0.0498961487739846,76.5023657031532,Smooth
0,43,31,84,4244,04244.csv,0.9884294201717732,0.0399835318392886,0.049771713446677,76.5023657031532,Smooth
-1,43,31,85,4245,04245.csv,0.991660471526962,0.0399835318392886,0.049771713446677,76.75244230683965,Smooth
1,43,31,86,4246,04246.csv,0.991660471526962,0.0399835318392886,0.049771713446677,76.75244230683965,Smooth
-1,43,31,87,4247,04247.csv,0.98868465202261,0.0399835318392886,0.049771713446677,76.52212011352721,Smooth
1,43,31,88,4248,04248.csv,0.98868465202261,0.0399835318392886,0.049771713446677,76.52212011352721,Smooth
-1,43,31,89,4249,04249.csv,0.9865485091147586,0.0399835318392886,0.049771713446677,76.35678712910202,Smooth
1,43,31,90,4250,04250.csv,0.9865485091147586,0.0399835318392886,0.049771713446677,76.35678712910202,Smooth
-1,43,31,91,4251,04251.csv,0.9839506472248812,0.0399835318392886,0.049771713446677,76.15571806307692,Smooth
1,43,31,92,4252,04252.csv,0.9839506472248812,0.0399835318392886,0.049771713446677,76.15571806307692,Smooth
-1,43,31,93,4253,04253.csv,0.981066267228388,0.0399835318392886,0.049771713446677,75.93247309604605,Smooth
0,43,31,94,4254,04254.csv,0.981066267228388,0.0404763998767868,0.0515399769138593,75.93247309604605,Smooth
1,43,31,95,4255,04255.csv,0.981066267228388,0.0404763998767868,0.0515399769138593,75.93247309604605,Smooth
0,43,31,96,4256,04256.csv,0.981066267228388,0.0399167570841295,0.0494105523390147,75.93247309604605,Smooth
-1,4,49,0,4257,04257.csv,0.6197012238884555,0.0399167570841295,0.0494105523390147,47.96357604204798,Smooth
0,24,49,1,4258,04258.csv,0.6197012238884555,0.047594667532876,0.149939241212115,47.96357604204798,Smooth
1,4,49,2,4259,04259.csv,0.6197012238884555,0.047594667532876,0.149939241212115,47.96357604204798,Smooth
0,24,49,3,4260,04260.csv,0.6197012238884555,0.0424257079197568,0.1466460418386665,47.96357604204798,Smooth
-1,4,49,4,4261,04261.csv,0.8841417325225218,0.0424257079197568,0.1466460418386665,68.43071723128482,Smooth
1,4,49,5,4262,04262.csv,0.8841417325225218,0.0424257079197568,0.1466460418386665,68.43071723128482,Smooth
-1,4,49,6,4263,04263.csv,0.8640926634132271,0.0424257079197568,0.1466460418386665,66.8789612983822,Smooth
1,4,49,7,4264,04264.csv,0.8640926634132271,0.0424257079197568,0.1466460418386665,66.8789612983822,Smooth
-1,4,49,8,4265,04265.csv,0.8605133986648638,0.0424257079197568,0.1466460418386665,66.60193370780307,Smooth
1,4,49,9,4266,04266.csv,0.8605133986648638,0.0424257079197568,0.1466460418386665,66.60193370780307,Smooth
-1,4,49,10,4267,04267.csv,1.2174743658219904,0.0424257079197568,0.1466460418386665,94.22996449472564,Smooth
0,24,49,11,4268,04268.csv,1.2174743658219904,0.0424257079197568,0.1466460418386665,94.22996449472564,Smooth
1,4,49,12,4269,04269.csv,1.2174743658219904,0.0424257079197568,0.1466460418386665,94.22996449472564,Smooth
0,24,49,13,4270,04270.csv,1.2174743658219904,0.061863732110737,0.133313602054379,94.22996449472564,Smooth
-1,4,49,14,4271,04271.csv,0.7229660444034725,0.061863732110737,0.133313602054379,55.95605674131472,Smooth
1,4,49,15,4272,04272.csv,0.7229660444034725,0.061863732110737,0.133313602054379,55.95605674131472,Smooth
-1,4,49,16,4273,04273.csv,0.6966377004343093,0.061863732110737,0.133313602054379,53.91829809352245,Smooth
1,4,49,17,4274,04274.csv,0.6966377004343093,0.061863732110737,0.133313602054379,53.91829809352245,Smooth
-1,4,49,18,4275,04275.csv,0.6574565467252302,0.061863732110737,0.133313602054379,50.88575890705983,Smooth
1,4,49,19,4276,04276.csv,0.6574565467252302,0.061863732110737,0.133313602054379,50.88575890705983,Smooth
-1,4,49,20,4277,04277.csv,0.6540100694450742,0.061863732110737,0.133313602054379,50.61900878824176,Smooth
1,4,49,21,4278,04278.csv,0.6540100694450742,0.061863732110737,0.133313602054379,50.61900878824176,Smooth
-1,4,49,22,4279,04279.csv,0.644654126110669,0.061863732110737,0.133313602054379,49.89487838109315,Smooth
0,24,49,23,4280,04280.csv,0.644654126110669,0.061863732110737,0.133313602054379,49.89487838109315,Smooth
1,4,49,24,4281,04281.csv,0.644654126110669,0.061863732110737,0.133313602054379,49.89487838109315,Smooth
0,24,49,25,4282,04282.csv,0.644654126110669,0.061863732110737,0.133313602054379,49.89487838109315,Smooth
-1,4,49,26,4283,04283.csv,0.6203532563936389,0.061863732110737,0.133313602054379,48.01404199150669,Smooth
1,4,49,27,4284,04284.csv,0.6203532563936389,0.061863732110737,0.133313602054379,48.01404199150669,Smooth
-1,4,49,28,4285,04285.csv,0.6081128095411772,0.061863732110737,0.133313602054379,47.06665705701708,Smooth
1,4,49,29,4286,04286.csv,0.6081128095411772,0.061863732110737,0.133313602054379,47.06665705701708,Smooth
-1,4,49,30,4287,04287.csv,0.6128490837752639,0.061863732110737,0.133313602054379,47.43323475708549,Smooth
1,4,49,31,4288,04288.csv,0.6128490837752639,0.061863732110737,0.133313602054379,47.43323475708549,Smooth
-1,4,49,32,4289,04289.csv,0.5917351929492539,0.061863732110737,0.133313602054379,45.79906385482,Smooth
1,4,49,33,4290,04290.csv,0.5917351929492539,0.061863732110737,0.133313602054379,45.79906385482,Smooth
-1,4,49,34,4291,04291.csv,0.5777780992619054,0.061863732110737,0.133313602054379,44.718814052828925,Smooth
0,24,49,35,4292,04292.csv,0.5777780992619054,0.061863732110737,0.133313602054379,44.718814052828925,Smooth
1,4,49,36,4293,04293.csv,0.5777780992619054,0.061863732110737,0.133313602054379,44.718814052828925,Smooth
0,24,49,37,4294,04294.csv,0.5777780992619054,0.061863732110737,0.133313602054379,44.718814052828925,Smooth
-1,4,49,38,4295,04295.csv,0.5851732219516739,0.061863732110737,0.133313602054379,45.29118105130823,Smooth
1,4,49,39,4296,04296.csv,0.5851732219516739,0.061863732110737,0.133313602054379,45.29118105130823,Smooth
-1,4,49,40,4297,04297.csv,0.0,0.061863732110737,0.133313602054379,0.0,Smooth
1,4,49,41,4298,04298.csv,0.0,0.061863732110737,0.133313602054379,0.0,Smooth
-1,4,49,42,4299,04299.csv,0.5739159742634605,0.061863732110737,0.133313602054379,44.419893671674174,Smooth
1,4,49,43,4300,04300.csv,0.5739159742634605,0.061863732110737,0.133313602054379,44.419893671674174,Smooth
-1,4,49,44,4301,04301.csv,0.5716497120224577,0.061863732110737,0.133313602054379,44.24448972354977,Smooth
1,4,49,45,4302,04302.csv,0.5716497120224577,0.061863732110737,0.133313602054379,44.24448972354977,Smooth
-1,4,49,46,4303,04303.csv,0.5644667978531258,0.061863732110737,0.133313602054379,43.68854721983403,Smooth
0,24,49,47,4304,04304.csv,0.5644667978531258,0.0731729861244121,0.1014925549164818,43.68854721983403,Smooth
1,4,49,48,4305,04305.csv,0.5644667978531258,0.0731729861244121,0.1014925549164818,43.68854721983403,Smooth
0,24,49,49,4306,04306.csv,0.5644667978531258,0.0731729861244121,0.1014925549164818,43.68854721983403,Smooth
-1,4,49,50,4307,04307.csv,0.5509720519954604,0.0731729861244121,0.1014925549164818,42.64408217093371,Smooth
1,4,49,51,4308,04308.csv,0.5509720519954604,0.0731729861244121,0.1014925549164818,42.64408217093371,Smooth
-1,4,49,52,4309,04309.csv,0.5519728281403757,0.0731729861244121,0.1014925549164818,42.7215401472574,Smooth
1,4,49,53,4310,04310.csv,0.5519728281403757,0.0731729861244121,0.1014925549164818,42.7215401472574,Smooth
-1,4,49,54,4311,04311.csv,0.5361393077951898,0.0731729861244121,0.1014925549164818,41.49605885431366,Smooth
1,4,49,55,4312,04312.csv,0.5361393077951898,0.0731729861244121,0.1014925549164818,41.49605885431366,Smooth
-1,4,49,56,4313,04313.csv,0.5415370629742253,0.0731729861244121,0.1014925549164818,41.913833793277846,Smooth
1,4,49,57,4314,04314.csv,0.5415370629742253,0.0731729861244121,0.1014925549164818,41.913833793277846,Smooth
-1,4,49,58,4315,04315.csv,0.5255498029017102,0.0731729861244121,0.1014925549164818,40.67645336762598,Smooth
0,24,49,59,4316,04316.csv,0.5255498029017102,0.0731729861244121,0.1014925549164818,40.67645336762598,Smooth
1,4,49,60,4317,04317.csv,0.5255498029017102,0.0731729861244121,0.1014925549164818,40.67645336762598,Smooth
0,24,49,61,4318,04318.csv,0.5255498029017102,0.0731729861244121,0.1014925549164818,40.67645336762598,Smooth
-1,4,50,0,4319,04319.csv,0.6222658410262137,0.0731729861244121,0.1014925549164818,48.16207203392898,Smooth
0,24,50,1,4320,04320.csv,0.6222658410262137,0.0811932522889358,0.192636903577278,48.16207203392898,Smooth
1,4,50,2,4321,04321.csv,0.6222658410262137,0.0811932522889358,0.192636903577278,48.16207203392898,Smooth
